Sentence,Rubric,Score,FeedbackCode,Avg_Word_Length,Avg_Sentence_Length,Word_Count,Unq_Word_Count,Sentence_Count,Avg_Readability_Index,TokenizedSentences,TokenizedText,Grade,Outcome,Rubric_Encode,Grade_Encode
Agenda;Objective of the meeting was not clear: To ensure your meeting is effective it is important theobjective of the meeting is obvious. This could be included in the heading oras a separate section at the top of the meeting. For example: To seek feedbackfrom our Industry mentor on what is working well and what needs to be donedifferently with our project,Sensemaking 1,62.0,228,67,4.46,67,29,3,50.87,"['agenda', ';', 'objective', 'meeting', 'clear', ':', 'ensure', 'meeting', 'effective', 'important', 'theobjective', 'meeting', 'obvious', '.', 'could', 'included', 'heading', 'oras', 'separate', 'section', 'top', 'meeting', '.', 'example', ':', 'seek', 'feedbackfrom', 'industry', 'mentor', 'working', 'well', 'needs', 'donedifferently', 'project']",agenda ; objective meeting clear : ensure meeting effective important theobjective meeting obvious . could included heading oras separate section top meeting . example : seek feedbackfrom industry mentor working well needs donedifferently project,C,Pass,6,0
;Minutes: Agenda rather than minutes: The key basics ofthe minutes are good however this document is more like an agenda (eg. list oftopics covered) rather than a synopsis of what was discussed and agreed. Theactions should represent what will be actioned after the meeting rather thanwhat occurred during the meeting.,Sensemaking 1,62.0,228,58,4.64,58,28,3,54.56,"[';', 'minutes', ':', 'agenda', 'rather', 'minutes', ':', 'key', 'basics', 'ofthe', 'minutes', 'good', 'however', 'document', 'like', 'agenda', '(', 'eg', '.', 'list', 'oftopics', 'covered', ')', 'rather', 'synopsis', 'discussed', 'agreed', '.', 'theactions', 'represent', 'actioned', 'meeting', 'rather', 'thanwhat', 'occurred', 'meeting', '.']",; minutes : agenda rather minutes : key basics ofthe minutes good however document like agenda ( eg . list oftopics covered ) rather synopsis discussed agreed . theactions represent actioned meeting rather thanwhat occurred meeting .,C,Pass,6,0
"What information should be communicated in the minutes: The minutes should include: The basics: Whoattended the meeting and who couldn’t make it (who was an apology), date,location, chair,Summary of the team’s decisions: Include the critical points and actions that lead to thedecision or action item and any other important insights, risks or issues thatmight be significant to someone who could not attend.Summary of theactions: arising from the meeting including who is responsible for the actionand when it needs to be completed.",Impact 1,62.0,228,100,4.53,100,44,1,-19.21,"['information', 'communicated', 'minutes', ':', 'minutes', 'include', ':', 'basics', ':', 'whoattended', 'meeting', '’', 'make', '(', 'apology', ')', ',', 'date', ',', 'location', ',', 'chair', ',', 'summary', 'team', '’', 'decisions', ':', 'include', 'critical', 'points', 'actions', 'lead', 'thedecision', 'action', 'item', 'important', 'insights', ',', 'risks', 'issues', 'thatmight', 'significant', 'someone', 'could', 'attend.summary', 'theactions', ':', 'arising', 'meeting', 'including', 'responsible', 'actionand', 'needs', 'completed', '.']","information communicated minutes : minutes include : basics : whoattended meeting ’ make ( apology ) , date , location , chair , summary team ’ decisions : include critical points actions lead thedecision action item important insights , risks issues thatmight significant someone could attend.summary theactions : arising meeting including responsible actionand needs completed .",C,Pass,3,0
"""Excellent set of agenda and minutes.",Sensemaking 2,80.0,229,8,4.12,8,6,1,56.93,"['``', 'excellent', 'set', 'agenda', 'minutes', '.']",`` excellent set agenda minutes .,HD,Pass,7,2
The agenda provides an excellent base for holding an effective meeting with insightful discussion points that provide a logical flow / process for how to reach the objective.,Sensemaking 1,80.0,229,29,5.07,29,18,1,35.61,"['agenda', 'provides', 'excellent', 'base', 'holding', 'effective', 'meeting', 'insightful', 'discussion', 'points', 'provide', 'logical', 'flow', '/', 'process', 'reach', 'objective', '.']",agenda provides excellent base holding effective meeting insightful discussion points provide logical flow / process reach objective .,HD,Pass,6,2
"Minutes are tailored to the needs of the team, insightful and provide the team with an excellent base for what needs to be done next and who will be responsible etc.;;"" ",Sensemaking 1,80.0,229,36,3.86,36,16,2,56.93,"['minutes', 'tailored', 'needs', 'team', ',', 'insightful', 'provide', 'team', 'excellent', 'base', 'needs', 'done', 'next', 'responsible', 'etc', '.', ';', ';', ""''""]","minutes tailored needs team , insightful provide team excellent base needs done next responsible etc . ; ; ''",HD,Pass,6,2
"""Agenda:;Meeting Agenda is written before the meeting highlighting the objective and the discussion points and shared with the invitees.",Sensemaking 1,35.0,232,24,4.96,24,13,1,43.73,"['``', 'agenda', ':', ';', 'meeting', 'agenda', 'written', 'meeting', 'highlighting', 'objective', 'discussion', 'points', 'shared', 'invitees', '.']",`` agenda : ; meeting agenda written meeting highlighting objective discussion points shared invitees .,N,Fail,6,3
You didn't provide any Agenda for this meeting.,Sensemaking 1,35.0,232,10,4.0,10,5,1,71.82,"[""n't"", 'provide', 'agenda', 'meeting', '.']",n't provide agenda meeting .,N,Fail,6,3
";Minutes: Well structured,",Sensemaking 1,35.0,232,6,4.0,6,6,1,59.97,"[';', 'minutes', ':', 'well', 'structured', ',']","; minutes : well structured ,",N,Fail,6,3
Suggestions of the IM are not clearly mentioned.,Sensemaking 1,35.0,232,9,4.56,9,5,1,71.82,"['suggestions', 'im', 'clearly', 'mentioned', '.']",suggestions im clearly mentioned .,N,Fail,6,3
"Actions arising from the discussion should be included in the action items. Your action items are very generic.;"" ",Impact 1,35.0,232,22,4.41,22,10,3,62.34,"['actions', 'arising', 'discussion', 'included', 'action', 'items', '.', 'action', 'items', 'generic', '.', ';', ""''""]",actions arising discussion included action items . action items generic . ; '',N,Fail,3,3
"""Hi Lihua,I can see you've put a lot of effort into this BR, which is commendible.",Agency 2,68.0,233,22,3.09,22,12,1,80.62,"['``', 'hi', 'lihua', ',', 'see', ""'ve"", 'put', 'lot', 'effort', 'br', ',', 'commendible', '.']","`` hi lihua , see 've put lot effort br , commendible .",C,Pass,1,0
The use of headings sub-headings &amp; bullet points would have helped the readability and navigation of the report.,Sensemaking 1,68.0,233,21,4.71,21,14,1,53.21,"['use', 'headings', 'sub-headings', '&', 'amp', ';', 'bullet', 'points', 'would', 'helped', 'readability', 'navigation', 'report', '.']",use headings sub-headings & amp ; bullet points would helped readability navigation report .,C,Pass,6,0
;Your executive summary reads more like an introduction. It should act as a stand alone document that could be read separately from the report. A good exec summary assumes the reader will not read further and therefore includes a succinct summary of the key points and recommendations.,Sensemaking 1,68.0,233,51,4.69,51,25,3,55.54,"[';', 'executive', 'summary', 'reads', 'like', 'introduction', '.', 'act', 'stand', 'alone', 'document', 'could', 'read', 'separately', 'report', '.', 'good', 'exec', 'summary', 'assumes', 'reader', 'read', 'therefore', 'includes', 'succinct', 'summary', 'key', 'points', 'recommendations', '.']",; executive summary reads like introduction . act stand alone document could read separately report . good exec summary assumes reader read therefore includes succinct summary key points recommendations .,C,Pass,6,0
";Your discussion in the sections 'Insights to a high performing team', 'Potential challenges', and 'Recommendations' were quite comprehensive but could have been more succinct and to-the-point.",Sensemaking 1,68.0,233,33,5.09,33,18,1,36.63,"[';', 'discussion', 'sections', ""'insights"", 'high', 'performing', 'team', ""'"", ',', ""'potential"", 'challenges', ""'"", ',', ""'recommendations"", ""'"", 'quite', 'comprehensive', 'could', 'succinct', 'to-the-point', '.']","; discussion sections 'insights high performing team ' , 'potential challenges ' , 'recommendations ' quite comprehensive could succinct to-the-point .",C,Pass,6,0
Perhaps you could have also included a discussion of the challenges related to appropriate leadership styles; virtual teams and effective virtual meetings and maybe some points relating to Tuckman and also the Z process.,Sensemaking 1,68.0,233,36,5.19,36,22,1,28.51,"['perhaps', 'could', 'also', 'included', 'discussion', 'challenges', 'related', 'appropriate', 'leadership', 'styles', ';', 'virtual', 'teams', 'effective', 'virtual', 'meetings', 'maybe', 'points', 'relating', 'tuckman', 'also', 'z', 'process', '.']",perhaps could also included discussion challenges related appropriate leadership styles ; virtual teams effective virtual meetings maybe points relating tuckman also z process .,C,Pass,6,0
"Just one final criticism. Your english expression in this report was uneven - sometimes it was clear, concise and grammatically correct with well structured sentences. Other times it was not.",Sensemaking 1,68.0,233,34,4.76,34,19,3,53.17,"['one', 'final', 'criticism', '.', 'english', 'expression', 'report', 'uneven', '-', 'sometimes', 'clear', ',', 'concise', 'grammatically', 'correct', 'well', 'structured', 'sentences', '.', 'times', '.']","one final criticism . english expression report uneven - sometimes clear , concise grammatically correct well structured sentences . times .",C,Pass,6,0
Clear description of challenges and recommendations.,Sensemaking 1,82.0,235,7,6.71,7,5,1,14.63,"['clear', 'description', 'challenges', 'recommendations', '.']",clear description challenges recommendations .,HD,Pass,6,2
Recommendations were introduced and linked to the challenges discussed.,Sensemaking 1,82.0,235,10,6.3,10,6,1,36.96,"['recommendations', 'introduced', 'linked', 'challenges', 'discussed', '.']",recommendations introduced linked challenges discussed .,HD,Pass,6,2
The report is logically structured and read like a business report.,Sensemaking 1,82.0,235,12,4.75,12,7,1,60.31,"['report', 'logically', 'structured', 'read', 'like', 'business', 'report', '.']",report logically structured read like business report .,HD,Pass,6,2
Well done on the report.,Agency 2,82.0,235,6,3.33,6,4,1,100.24,"['well', 'done', 'report', '.']",well done report .,HD,Pass,1,2
The only thing I suggest is providing further discussion on the characteristics of high perfuming team.,Impact 1,82.0,235,17,5.18,17,9,1,38.32,"['thing', 'suggest', 'providing', 'discussion', 'characteristics', 'high', 'perfuming', 'team', '.']",thing suggest providing discussion characteristics high perfuming team .,HD,Pass,3,2
I also suggest discussing conflict resolution as one key challenge so that it stands out in the report.;,Impact 1,82.0,235,20,4.35,20,12,2,61.67,"['also', 'suggest', 'discussing', 'conflict', 'resolution', 'one', 'key', 'challenge', 'stands', 'report', '.', ';']",also suggest discussing conflict resolution one key challenge stands report . ;,HD,Pass,3,2
Fantastic.,Agency 2,90.0,237,2,5.0,2,2,1,-47.99,"['fantastic', '.']",fantastic .,HD,Pass,1,2
Best i have seen in ages.,Agency 2,90.0,237,7,2.86,7,4,1,116.15,"['best', 'seen', 'ages', '.']",best seen ages .,HD,Pass,1,2
You used the feedback you received very wisely.,Sensemaking 2,74.0,238,9,4.44,9,5,1,80.28,"['used', 'feedback', 'received', 'wisely', '.']",used feedback received wisely .,D,Pass,7,1
"Well done!Peter H"" ",Agency 2,74.0,238,6,2.83,6,6,1,93.81,"['well', 'done', '!', 'peter', 'h', ""''""]",well done ! peter h '',D,Pass,1,1
This is not an essay. The focusshould be on the practical application of the theory - not the theory itself.The report should be focused on the problem and practical solutions/insights tohelp the reader understand and address that problem.,Impact 2,62.0,239,40,5.05,40,16,2,35.78,"['essay', '.', 'focusshould', 'practical', 'application', 'theory', '-', 'theory', 'itself.the', 'report', 'focused', 'problem', 'practical', 'solutions/insights', 'tohelp', 'reader', 'understand', 'address', 'problem', '.']",essay . focusshould practical application theory - theory itself.the report focused problem practical solutions/insights tohelp reader understand address problem .,C,Pass,4,0
Putrecommendations in a separate section so they don’t get “lost” in the report.,Impact 1,62.0,239,18,3.78,18,10,1,49.82,"['putrecommendations', 'separate', 'section', '’', 'get', '“', 'lost', '”', 'report', '.']",putrecommendations separate section ’ get “ lost ” report .,C,Pass,3,0
Well-done Team!,Agency 2,72.0,240,3,4.67,3,3,1,77.91,"['well-done', 'team', '!']",well-done team !,D,Pass,1,1
The basics structure of an agenda was missing: Should have created a separate document for the agenda.,Sensemaking 1,60.0,241,19,4.53,19,9,1,54.22,"['basics', 'structure', 'agenda', 'missing', ':', 'created', 'separate', 'document', 'agenda', '.']",basics structure agenda missing : created separate document agenda .,C,Pass,6,0
