"",SentenceLabelRem,SentenceScoreRem,Rubric,Score,FeedbackCode,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1804,"Discussion points: The next component is listing the points to be discussed. These can be done as statement or questions, for example, “Determining stakeholder needs” or “how do we understand our stakeholders needs?”. It is important that the points to be discussed are described in a way that is obvious to attendees of what is needing to be achieved. It is also important that they are listed in order of priority if unrelated or ordered in the most logical flow to achieve the objective of the meeting. This is particularly relevant where drawing out information or decisions are needed to make sense of the next point for discussion.","Discussion points: The next component is listing the points to be discussed. These can be done as statement or questions, for example, “Determining stakeholder needs” or “how do we understand our stakeholders needs?”. It is important that the points to be discussed are described in a way that is obvious to attendees of what is needing to be achieved. It is also important that they are listed in order of priority if unrelated or ordered in the most logical flow to achieve the objective of the meeting. This is particularly relevant where drawing out information or decisions are needed to make sense of the next point for discussion.",Impact 1,50,308,1,108,63.42,40.06,46.17,77.5,21.6,29.63,86.11,70.37,57.41,10.19,2.78,0,1.85,0,0,0.93,7.41,13.89,7.41,0,15.74,14.81,3.7,6.48,0,22.22,6.48,0.93,4.63,1.85,1.85,0.93,20.37,0,20.37,9.26,1.85,4.63,5.56,0.93,4.63,0,3.7,3.7,0,0,0,0,0,0,0,0,8.33,5.56,0,0,0,0,5.56,2.78,0,0,0,0,0,0,0,0,0.93,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,1.85,7.41,0,0.93,5.56,0,0,0.93,1.85,4.63,11.11,0,0,0,0,0,0,12.04,4.63,1.85,0.93,0,0,4.63,0
1805,What other information should be included:Prework is assigned if relevant: The agenda should also set out any preparation required of the attendees so they come prepared and decisions can be made more thoroughly and efficiently.,What other information should be included:Prework is assigned if relevant: The agenda should also set out any preparation required of the attendees so they come prepared and decisions can be made more thoroughly and efficiently.,Impact 1,50,308,1,36,10.19,25.13,22.12,20.23,36,33.33,86.11,66.67,58.33,5.56,2.78,0,0,0,0,2.78,2.78,13.89,5.56,0,5.56,16.67,8.33,13.89,0,25,5.56,2.78,2.78,0,2.78,0,27.78,0,27.78,8.33,2.78,8.33,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,5.56,5.56,0,2.78,5.56,0,0,0,0,5.56,5.56,5.56,0,0,0,0,0,8.33,2.78,0,0,0,0,5.56,0
1806,Names are allocated to each discussion point: This will depend on the objective and type of meeting. Names should be allocated to a discussion point if there is an expectation that a particular attendee will facilitate or lead that section of the discussion.,Names are allocated to each discussion point: This will depend on the objective and type of meeting. Names should be allocated to a discussion point if there is an expectation that a particular attendee will facilitate or lead that section of the discussion.,Impact 1,50,308,1,43,76.62,27.38,5.5,20.23,21.5,27.91,81.4,62.79,55.81,6.98,0,0,0,0,0,0,6.98,20.93,11.63,0,11.63,13.95,2.33,6.98,0,16.28,2.33,2.33,2.33,0,2.33,2.33,13.95,0,13.95,0,4.65,2.33,6.98,0,6.98,0,0,0,0,0,0,0,0,0,0,0,13.95,9.3,0,0,0,0,9.3,4.65,0,0,0,0,0,0,0,0,2.33,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,4.65,0,0,0,0,0,4.65,6.98,0,0,0,0,0,6.98,4.65,0,0,0,0,2.33,0
1807,";Broad times are allocated to each discussion point: Similarly, broad times should be allocated to each discussion point or section to help keep the discussion to time and ensure that all key discussion points are covered and the objective achieved.",";Broad times are allocated to each discussion point: Similarly, broad times should be allocated to each discussion point or section to help keep the discussion to time and ensure that all key discussion points are covered and the objective achieved.",Impact 1,50,308,1,40,80.96,15.75,45.52,99,40,27.5,82.5,60,42.5,2.5,0,0,0,0,0,0,2.5,15,5,0,10,10,0,7.5,0,15,10,5,5,2.5,2.5,0,12.5,2.5,10,2.5,0,2.5,2.5,0,5,0,7.5,7.5,0,0,0,0,0,0,0,0,12.5,12.5,2.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2.5,0,7.5,0,0,0,5,0,5,0,0,0,0,0,0,10,2.5,2.5,0,0,0,5,0
1808,"Minutes:Why important: Minutes are an important written record of the key outcomes, decisions and actions made during a meeting so the team and anyone unable to attend has an accurate summary of what was agreed and everyone is clear on what actions need to be taken after the meeting.","Minutes:Why important: Minutes are an important written record of the key outcomes, decisions and actions made during a meeting so the team and anyone unable to attend has an accurate summary of what was agreed and everyone is clear on what actions need to be taken after the meeting.",Impact 1,50,308,1,50,78.84,74.29,7.03,81.12,50,28,90,80,54,8,0,0,0,0,0,0,8,12,12,0,14,10,4,10,0,20,12,4,4,2,2,0,16,2,14,4,6,2,2,0,0,0,4,4,0,0,0,0,0,0,0,0,12,8,2,0,0,0,6,6,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,8,6,0,0,0,0,0,0,8,2,2,0,0,0,4,0
1809,"What information should be communicated in the minutes: The minutes should include:The basics: Who attended the meeting and who couldn’t make it (who was an apology), date, location, chair,Summary of the team’s decisions: Include the critical points and actions that lead to the decision or action item and any other important insights, risks or issues that might be significant to someone who could not attend.Summary of the actions: arising from the meeting including who is responsible for the action and when it needs to be completed.","What information should be communicated in the minutes: The minutes should include:The basics: Who attended the meeting and who couldn’t make it (who was an apology), date, location, chair,Summary of the team’s decisions: Include the critical points and actions that lead to the decision or action item and any other important insights, risks or issues that might be significant to someone who could not attend.Summary of the actions: arising from the meeting including who is responsible for the action and when it needs to be completed.",Impact 1,50,308,1,89,62.5,46.71,14.79,36.25,89,30.34,87.64,70.79,57.3,12.36,5.62,0,0,0,0,0,6.74,16.85,12.36,0,10.11,11.24,1.12,7.87,2.25,17.98,5.62,2.25,3.37,1.12,1.12,2.25,21.35,0,21.35,4.49,3.37,5.62,5.62,0,4.49,0,1.12,1.12,0,0,0,0,0,0,0,0,11.24,4.49,2.25,1.12,0,0,2.25,7.87,0,0,0,0,0,0,0,0,3.37,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,1.12,0,0,1.12,0,1.12,4.49,0,2.25,2.25,0,0,0,4.49,3.37,2.25,1.12,0,0,0,0,0,17.98,2.25,5.62,0,0,2.25,7.87,0
1810,How much to write:;Be as brief and concise as possible.,How much to write:;Be as brief and concise as possible.,Impact 1,50,308,1,11,45.12,40.06,50.45,20.23,11,18.18,90.91,90.91,63.64,0,0,0,0,0,0,0,0,9.09,0,0,27.27,9.09,9.09,27.27,0,18.18,27.27,9.09,0,0,0,0,18.18,0,18.18,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,27.27,9.09,0,0,0,0,18.18,0
1811,"Ask yourself, will point x matter in three weeks time?","Ask yourself, will point x matter in three weeks time?",Impact 3,50,308,1,10,69.05,99,63.35,20.23,10,10,80,60,40,10,10,0,0,10,0,0,0,10,0,10,10,10,0,0,0,20,0,20,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,20,0,10,10,0,0,0,0
1812,Structure of minutes:;Choose a template that makes it easy for any member who was absent to understand what they need to know and do.,Structure of minutes:;Choose a template that makes it easy for any member who was absent to understand what they need to know and do.,Impact 1,50,308,1,25,63.53,94.01,13.33,20.23,25,16,92,80,56,20,8,0,0,0,0,4,12,12,4,0,16,8,0,4,0,24,4,4,4,4,0,0,24,0,24,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,12,4,0,0,0,0,8,0
1813,"Use bullet points, bold or underline to highlight actions / who / deadline.","Use bullet points, bold or underline to highlight actions / who / deadline.",Impact 1,50,308,1,11,71.44,40.06,50.45,99,11,36.36,54.55,45.45,27.27,9.09,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,9.09,9.09,0,0,0,0,0,18.18,0,18.18,0,9.09,0,9.09,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,36.36,9.09,9.09,0,0,0,18.18,0
1814,Compare various templates on the internet and choose the version that suits your team the best.,Compare various templates on the internet and choose the version that suits your team the best.,Agency 1,50,308,1,16,95.8,40.06,89.39,20.23,16,31.25,87.5,56.25,43.75,12.5,6.25,0,0,6.25,0,0,6.25,31.25,18.75,0,6.25,0,0,6.25,0,0,12.5,6.25,12.5,6.25,6.25,0,25,0,25,6.25,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,12.5,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0
1815,Ensure you have a clear logical meeting agenda for the minutes to be based on.,Ensure you have a clear logical meeting agenda for the minutes to be based on.,Impact 1,50,308,1,15,98.78,96.04,19.26,20.23,15,20,93.33,86.67,53.33,6.67,6.67,0,0,6.67,0,0,0,13.33,13.33,0,20,13.33,0,0,0,26.67,13.33,6.67,0,0,0,0,13.33,0,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0
1816,Use agenda headings to make the minutes easier to follow.,Use agenda headings to make the minutes easier to follow.,Impact 1,50,308,1,10,99,40.06,7.03,99,10,20,80,80,30,0,0,0,0,0,0,0,0,10,10,0,20,0,0,0,0,30,10,10,0,0,0,0,20,0,20,0,20,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
1817,"Keep your minute template consistent for future meetings."" 50","Keep your minute template consistent for future meetings.""",Impact 2,50,308,1,8,89.52,99,89.39,99,8,37.5,87.5,62.5,25,12.5,12.5,0,0,12.5,0,0,0,12.5,0,0,12.5,0,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,25,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,25,0,0,12.5,0,0,0,0,0,25,12.5,0,0,0,0,12.5,0
1818,Thank you for the effort you made in preparing this.,Thank you for the effort you made in preparing this.,Agency 2,78,309,1,10,89.52,99,7.03,99,10,10,100,80,60,30,20,0,0,20,0,0,10,20,10,0,20,0,0,0,0,20,0,0,10,0,10,0,10,0,10,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,30,10,10,10,0,0,10,20,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0
1819,It looks great and I wish you all the best for the expo.; 78,It looks great and I wish you all the best for the expo.;,Agency 2&Agency 3,78,309,1,13,74.95,81.78,1,99,13,0,92.31,92.31,61.54,23.08,15.38,7.69,0,7.69,0,0,7.69,23.08,15.38,0,7.69,0,0,7.69,0,15.38,15.38,7.69,7.69,0,7.69,0,15.38,7.69,7.69,0,0,7.69,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,15.38,7.69,0,0,0,7.69,0,0,0,0,7.69,7.69,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,0
1820,"""Suggest you expand on the next steps to ensure that if a new person joined the team , the actions would be easy to understand. "" 70","""Suggest you expand on the next steps to ensure that if a new person joined the team , the actions would be easy to understand. """,Impact 1,70,310,1,24,97.04,94.84,68.87,99,24,12.5,95.83,70.83,50,8.33,4.17,0,0,4.17,0,0,4.17,20.83,16.67,0,12.5,8.33,0,4.17,0,20.83,8.33,0,8.33,8.33,0,0,12.5,0,12.5,4.17,0,4.17,4.17,0,4.17,0,8.33,8.33,0,0,0,0,0,0,0,0,16.67,8.33,4.17,0,0,0,4.17,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,12.5,4.17,4.17,4.17,0,0,0,8.33,4.17,0,0,0,0,0,0,0,16.67,4.17,4.17,0,0,0,8.33,0
1821,"""What worked well in your report:· Read like a businessreport – in the first person (we) and focused on the problem, insights, andactionable recommendations on how to address the problem (rather than focusingon theory).","""What worked well in your report:· Read like a businessreport – in the first person (we) and focused on the problem, insights, andactionable recommendations on how to address the problem (rather than focusingon theory).",Sensemaking 2&Sensemaking 1,78,311,1,33,97.37,94.21,50.45,96.12,33,27.27,93.94,63.64,57.58,9.09,6.06,0,3.03,3.03,0,0,3.03,18.18,12.12,3.03,21.21,0,9.09,6.06,0,6.06,3.03,3.03,6.06,3.03,3.03,0,21.21,0,21.21,9.09,3.03,0,0,0,3.03,0,6.06,6.06,0,0,0,0,0,0,0,0,12.12,3.03,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,12.12,6.06,0,6.06,0,0,0,0,3.03,0,0,0,0,0,0,0,27.27,3.03,6.06,0,0,0,18.18,0
1822,Executive summaryacted as a stand-alone document,Executive summaryacted as a stand-alone document,Sensemaking 1,78,311,1,6,99,40.06,1,20.23,6,66.67,50,33.33,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,0,0,16.67,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0
1823,The purpose and objective ofthe report was clear,The purpose and objective ofthe report was clear,Sensemaking 1,78,311,1,8,62.1,40.06,1,20.23,8,25,75,50,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,12.5,0,12.5,12.5,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,"Points were wellmade, practical, and insightful.","Points were wellmade, practical, and insightful.",Sensemaking 1,78,311,1,6,10.19,40.06,39.59,20.23,6,50,66.67,50,33.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,50,16.67,33.33,0,0,0,0,0
1825,"Very good use of examples, case studies, andfacts to support your arguments.","Very good use of examples, case studies, andfacts to support your arguments.",Sensemaking 1,78,311,1,12,89.52,98.75,1,99,12,41.67,75,50,33.33,8.33,8.33,0,0,8.33,0,0,0,8.33,0,0,16.67,0,8.33,0,0,16.67,0,0,0,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,25,16.67,8.33,16.67,8.33,8.33,0,8.33,0,0,25,16.67,8.33,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,16.67,0,0,0,0,0
1826,Challenges wereexplained so the reader could understand what the implications/problems wouldbe for the organisation,Challenges wereexplained so the reader could understand what the implications/problems wouldbe for the organisation,Sensemaking 1,78,311,1,15,89.52,40.06,1,97.84,15,46.67,73.33,53.33,46.67,6.67,0,0,0,0,0,0,6.67,20,20,0,6.67,6.67,6.67,6.67,0,13.33,0,0,6.67,0,6.67,0,26.67,0,26.67,6.67,6.67,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,6.67,0
1827,"Recommendations weresuccinct, useful, and delivered in a way that the reader could readilyimplement.","Recommendations weresuccinct, useful, and delivered in a way that the reader could readilyimplement.",Sensemaking 1,78,311,1,13,89.52,40.06,2.93,99,13,30.77,76.92,53.85,46.15,7.69,0,0,0,0,0,0,7.69,23.08,15.38,0,7.69,7.69,0,7.69,0,7.69,7.69,0,0,0,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,15.38,0,0,0,0,0
1828,Good structure tosupport your points.,Good structure tosupport your points.,Sensemaking 1,78,311,1,5,39.7,99,1,99,5,40,40,20,20,20,20,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
1829,Formatting and useof bullet points to keep the report succinct,Formatting and useof bullet points to keep the report succinct,Sensemaking 1,78,311,1,10,97.77,40.06,1,99,10,20,50,40,30,0,0,0,0,0,0,0,0,10,10,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,"Ways to improve:Some key challenges / insights critical to high performingteams were missing. For example,o Implications of Tuckman’s stages of teamdevelopment - Previously high performing / productive teams reverting back toforming or storming stages and losing productivity. Realization that new teamsgo through multiple stages before achieving high performing. If measures arenot put in place there is a risk that teams may not evolve past conflict andremain dysfunctional (storming) etc etc.","Ways to improve:Some key challenges / insights critical to high performingteams were missing. For example,o Implications of Tuckman’s stages of teamdevelopment - Previously high performing / productive teams reverting back toforming or storming stages and losing productivity. Realization that new teamsgo through multiple stages before achieving high performing. If measures arenot put in place there is a risk that teams may not evolve past conflict andremain dysfunctional (storming) etc etc.",Sensemaking 1&Impact 1,78,311,1,69,84.99,40.06,92.58,65.92,17.25,40.58,72.46,47.83,28.99,2.9,0,0,0,0,0,0,2.9,5.8,1.45,0,11.59,4.35,1.45,5.8,1.45,10.14,13.04,2.9,14.49,5.8,8.7,0,11.59,0,11.59,4.35,1.45,0,4.35,0,4.35,0,8.7,5.8,2.9,0,0,0,0,0,0,0,7.25,7.25,5.8,0,1.45,0,0,5.8,0,0,0,0,0,0,0,0,7.25,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,2.9,0,7.25,11.59,0,1.45,10.14,0,0,0,5.8,4.35,1.45,1.45,0,0,0,0,0,17.39,5.8,1.45,0,0,1.45,8.7,0
1831,"Implications of the Z Process – ie. risk that the new teams nolonger have the complementary workflow strengths/skills needed to completetheir projects successfully (mix of creators, advancers, refiners andexecutors)."" 78","Implications of the Z Process – ie. risk that the new teams nolonger have the complementary workflow strengths/skills needed to completetheir projects successfully (mix of creators, advancers, refiners andexecutors).""",Impact 1,78,311,1,29,97.92,60.57,1,99,29,44.83,62.07,37.93,31.03,3.45,0,0,0,0,0,0,3.45,13.79,10.34,0,10.34,3.45,3.45,0,0,6.9,3.45,0,13.79,3.45,6.9,3.45,10.34,0,10.34,0,3.45,3.45,0,0,0,0,10.34,10.34,0,0,0,0,0,0,0,0,3.45,3.45,3.45,0,0,0,0,3.45,0,0,0,0,0,0,0,0,6.9,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,3.45,3.45,0,3.45,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,27.59,6.9,6.9,0,0,0,13.79,0
1832,"""Agenda: missing chairperson and proper template","""Agenda: missing chairperson and proper template",Sensemaking 1,57,312,1,6,49.68,98.75,1,20.23,6,50,50,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0
1833,Minutes: could have been better.,Minutes: could have been better.,Sensemaking 1,57,312,1,5,1,40.06,1,99,5,20,100,100,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,20,20,20,0,20,0,20,0,20,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,40,20,0,0,0,0,20,0
1834,"No clear next step, person responsible; and actions,","No clear next step, person responsible; and actions,",Sensemaking 1,57,312,1,8,26.1,40.06,89.39,20.23,8,25,87.5,62.5,25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,12.5,0,37.5,0,0,0,0,0,25,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,37.5,0,25,0,0,0,12.5,0
1835,";Discussions recorded for actions however, the intend of a couple of items did not specified - for instance """"bike safety topic is personal ..."""" is not clear why this point need to be considered and what should be done.",";Discussions recorded for actions however, the intend of a couple of items did not specified - for instance """"bike safety topic is personal ..."""" is not clear why this point need to be considered and what should be done.",Sensemaking 1,57,312,1,37,35.05,3.01,3.49,62.77,18.5,21.62,81.08,70.27,56.76,5.41,0,0,0,0,0,0,5.41,8.11,5.41,0,13.51,18.92,5.41,5.41,5.41,24.32,5.41,2.7,0,0,0,0,21.62,0,21.62,2.7,5.41,5.41,0,0,8.11,0,2.7,2.7,0,0,0,0,0,0,0,0,5.41,2.7,0,0,0,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,2.7,0,2.7,0,0,0,0,0,0,0,2.7,8.11,5.41,0,0,0,0,0,0,29.73,10.81,2.7,0,0,0,16.22,0
1836,How to improve:Agenda:Why important: Agood agenda ensures there is a clear objective for the meeting and that thediscussion flows in a logical order to achieve that objective within the timeallocated.,How to improve:Agenda:Why important: Agood agenda ensures there is a clear objective for the meeting and that thediscussion flows in a logical order to achieve that objective within the timeallocated.,Impact 1,57,312,1,32,95.8,40.06,75.23,99,32,31.25,81.25,65.63,50,6.25,0,0,0,0,0,0,6.25,18.75,12.5,0,15.63,3.13,9.38,3.13,0,9.38,9.38,0,9.38,0,6.25,3.13,9.38,0,9.38,6.25,6.25,0,0,0,0,0,9.38,9.38,0,0,0,0,0,0,0,0,3.13,3.13,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,3.13,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63,3.13,3.13,9.38,0,0,0,3.13,0,6.25,0,0,0,0,0,0,12.5,3.13,0,0,0,0,9.38,0
